rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
880	1	2	2	0.237607829329231	-13.0876927993917	1	55.1287380961638	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	894.16654586792	4354_ms2_res_5862
881	1	2	2	0.237442666569449	-13.3023546590945	1	55.3759199217464	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	847.941226959228	4139_ms2_res_5574
882	1	2	2	0.237343986999808	-13.0837389315663	1	55.1760595429141	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	898.027896881104	4372_ms2_res_5886
883	1	2	2	0.237341134381364	-13.6431243938129	1	40.6278861205811	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	186.597590446472	920_ms2_res_1227
884	1	1	1	0.237215324325841	-35.2889267963151	1	8.9469628852752	C5H11NO2	[M + Na]+	KWIUHFFTVRNATP	InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3/p+1	Abromine	C[N+](C)(C)CC(=O)O	-0.100000001	247;248;12718901;11073713;16213878;45038329;51038295;51038296;51038297;51038298;71776458;117065540;117065541;124202881;124202882	HMDB:(43 59606);PubChem class - food;SuperNatural:(SN00002249 SN00365145);ZINC bio:(ZINC01532728);additional;HSDB:(107-43-7);MeSH:(247 248);Plantcyc:(BETAINE X-DARA-HEX-2:5_2:KETO);PubMed;NORMAN:(NS00002774);COCONUT:(CNP0076992 CNP0143060 CNP0334080 CNP0422425);KNApSAcK:(7291);Natural Products:(UNPD327 UNPD173950);PubChem:(247 248 12718901 11073713 16213878 45038329 51038295 51038296 51038297 51038298 71776458 117065540 117065541 124202881 124202882);CHEBI:(17750 41139);PubChem class - bio and metabolites;KEGG:(C00719);PubChem class - safety and toxic;YMDB:(1516);Training Set;PubChem class - drug;Biocyc:(BETAINE)	255847294	140.068450927734	52.1361100673676	255_ms2_res_340
885	1	1	1	0.237140851762725	-35.3054563113098	1	8.9469628852752	C5H11NO2	[M + Na]+	KWIUHFFTVRNATP	InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3/p+1	Abromine	C[N+](C)(C)CC(=O)O	-0.100000001	247;248;12718901;11073713;16213878;45038329;51038295;51038296;51038297;51038298;71776458;117065540;117065541;124202881;124202882	HMDB:(43 59606);PubChem class - food;SuperNatural:(SN00002249 SN00365145);ZINC bio:(ZINC01532728);additional;HSDB:(107-43-7);MeSH:(247 248);Plantcyc:(BETAINE X-DARA-HEX-2:5_2:KETO);PubMed;NORMAN:(NS00002774);COCONUT:(CNP0076992 CNP0143060 CNP0334080 CNP0422425);KNApSAcK:(7291);Natural Products:(UNPD327 UNPD173950);PubChem:(247 248 12718901 11073713 16213878 45038329 51038295 51038296 51038297 51038298 71776458 117065540 117065541 124202881 124202882);CHEBI:(17750 41139);PubChem class - bio and metabolites;KEGG:(C00719);PubChem class - safety and toxic;YMDB:(1516);Training Set;PubChem class - drug;Biocyc:(BETAINE)	255847294	140.068420410156	42.0692467689514	199_ms2_res_266
886	1	2	2	0.237101414230347	-43.1808308341699	1	65.7296451096895	C3H6O2P2	[M + H]+	SAFRJMPXTIOXBP	InChI=1S/C3H6O2P2/c1-3-6-5-7(2)4/h3,6H,1-2H2	null	C=CPOP(=C)=O	0.600000024	122447939	PubChem:(122447939)	2	136.989852905273	411.103420257568	2001_ms2_res_2668
887	1	2	2	0.237101414230347	-43.1808308341699	1	65.7296451096895	C3H6O2P2	[M + H]+	SAFRJMPXTIOXBP	InChI=1S/C3H6O2P2/c1-3-6-5-7(2)4/h3,6H,1-2H2	null	C=CPOP(=C)=O	0.600000024	122447939	PubChem:(122447939)	2	136.989837646484	434.123525619507	2112_ms2_res_2816
888	1	2	2	0.237034689068156	-43.1755027903268	1	65.7296451096895	C3H6O2P2	[M + H]+	SAFRJMPXTIOXBP	InChI=1S/C3H6O2P2/c1-3-6-5-7(2)4/h3,6H,1-2H2	null	C=CPOP(=C)=O	0.600000024	122447939	PubChem:(122447939)	2	136.989822387695	424.158926010132	2063_ms2_res_2751
889	1	2	2	0.237017066326257	-13.0916901509241	1	55.1636837719951	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	878.740139007568	4283_ms2_res_5766
890	1	2	2	0.236909695170294	-13.0738010611866	1	53.2162882856871	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	88.4587812423706	440_ms2_res_587
891	1	1	1	0.236908126964355	-35.3177646261961	1	8.9469628852752	C5H11NO2	[M + Na]+	KWIUHFFTVRNATP	InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3/p+1	Abromine	C[N+](C)(C)CC(=O)O	-0.100000001	247;248;12718901;11073713;16213878;45038329;51038295;51038296;51038297;51038298;71776458;117065540;117065541;124202881;124202882	HMDB:(43 59606);PubChem class - food;SuperNatural:(SN00002249 SN00365145);ZINC bio:(ZINC01532728);additional;HSDB:(107-43-7);MeSH:(247 248);Plantcyc:(BETAINE X-DARA-HEX-2:5_2:KETO);PubMed;NORMAN:(NS00002774);COCONUT:(CNP0076992 CNP0143060 CNP0334080 CNP0422425);KNApSAcK:(7291);Natural Products:(UNPD327 UNPD173950);PubChem:(247 248 12718901 11073713 16213878 45038329 51038295 51038296 51038297 51038298 71776458 117065540 117065541 124202881 124202882);CHEBI:(17750 41139);PubChem class - bio and metabolites;KEGG:(C00719);PubChem class - safety and toxic;YMDB:(1516);Training Set;PubChem class - drug;Biocyc:(BETAINE)	255847294	140.068481445313	48.1006193161011	233_ms2_res_311
892	1	1	1	0.236908126964355	-35.3177646261961	1	8.9469628852752	C5H11NO2	[M + Na]+	KWIUHFFTVRNATP	InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3/p+1	Abromine	C[N+](C)(C)CC(=O)O	-0.100000001	247;248;12718901;11073713;16213878;45038329;51038295;51038296;51038297;51038298;71776458;117065540;117065541;124202881;124202882	HMDB:(43 59606);PubChem class - food;SuperNatural:(SN00002249 SN00365145);ZINC bio:(ZINC01532728);additional;HSDB:(107-43-7);MeSH:(247 248);Plantcyc:(BETAINE X-DARA-HEX-2:5_2:KETO);PubMed;NORMAN:(NS00002774);COCONUT:(CNP0076992 CNP0143060 CNP0334080 CNP0422425);KNApSAcK:(7291);Natural Products:(UNPD327 UNPD173950);PubChem:(247 248 12718901 11073713 16213878 45038329 51038295 51038296 51038297 51038298 71776458 117065540 117065541 124202881 124202882);CHEBI:(17750 41139);PubChem class - bio and metabolites;KEGG:(C00719);PubChem class - safety and toxic;YMDB:(1516);Training Set;PubChem class - drug;Biocyc:(BETAINE)	255847294	140.068450927734	58.3452522754669	287_ms2_res_383
893	1	2	2	0.236870497510375	-43.1805550393817	1	65.7296451096895	C3H6O2P2	[M + H]+	SAFRJMPXTIOXBP	InChI=1S/C3H6O2P2/c1-3-6-5-7(2)4/h3,6H,1-2H2	null	C=CPOP(=C)=O	0.600000024	122447939	PubChem:(122447939)	2	136.989837646484	415.304317474365	2020_ms2_res_2694
894	1	2	2	0.236870497510375	-43.1805550393817	1	65.7296451096895	C3H6O2P2	[M + H]+	SAFRJMPXTIOXBP	InChI=1S/C3H6O2P2/c1-3-6-5-7(2)4/h3,6H,1-2H2	null	C=CPOP(=C)=O	0.600000024	122447939	PubChem:(122447939)	2	136.989852905273	419.681339263916	2041_ms2_res_2722
895	1	2	2	0.236691271349409	-17.4405534657972	1	32.2698657565271	C6H13NO2	[M + H]+	LRQKBLKVPFOOQJ	InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)	Caprine	CCCCC(C(=O)O)N	0.422521114	9475;517543;21236;456468;6857453;6991974;6999776;14455215;57123533;71751222;91488674;101613819;133686914	HMDB:(1645);SuperNatural:(SN00311022 SN00391858 SN00216072);ZINC bio:(ZINC01529322 ZINC02034415);additional;MeSH:(9475 21236);Plantcyc:(L-2-AMINOHEXANOATE);PubMed;NORMAN:(NS00015352);COCONUT:(CNP0177876);Natural Products:(UNPD168222 UNPD122331);PubChem:(9475 517543 21236 456468 6857453 6991974 6999776 14455215 57123533 71751222 91488674 101613819 133686914);CHEBI:(18347 58455 42101 21203 143080 36405);PubChem class - bio and metabolites;KEGG:(C01933);PubChem class - safety and toxic;YMDB:(1001);PubChem class - drug;Biocyc:(L-2-AMINOHEXANOATE)	121612654	132.102188110352	182.109832763672	899_ms2_res_1199
896	1	2	2	0.236509968498489	-12.8839029587361	1	40.886077025108	C21H39NO4	[M + H]+	ABVVZYXTZLEOHP	InChI=1S/C21H39NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h8-9,19H,5-7,10-18H2,1-4H3/p+1	null	CCCCC=CCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	5	53634646;90659872;90659873;88490686;88490687;124202761;138116408	PubChem:(53634646 90659872 90659873 88490686 88490687 124202761 138116408);CHEBI:(84647)	34	370.295135498047	483.14323425293	2350_ms2_res_3134
897	1	2	2	0.236456643015953	-12.8838995917857	1	40.886077025108	C21H39NO4	[M + H]+	ABVVZYXTZLEOHP	InChI=1S/C21H39NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h8-9,19H,5-7,10-18H2,1-4H3/p+1	null	CCCCC=CCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C	5	53634646;90659872;90659873;88490686;88490687;124202761;138116408	PubChem:(53634646 90659872 90659873 88490686 88490687 124202761 138116408);CHEBI:(84647)	34	370.295166015625	479.648065567017	2334_ms2_res_3112
898	1	2	2	0.236271770608299	-77.5460183634589	0.997487437185929	142.174442893879	C18H37NO3S	[M - H2O + H]+	MAUJRQVJRKHSNI	InChI=1S/C18H37NO3S/c1-2-3-13-16-23(21,22)17-14-11-9-7-5-4-6-8-10-12-15-18(19)20/h2-17H2,1H3,(H2,19,20)	null	CCCCCS(=O)(=O)CCCCCCCCCCCCC(=O)N	5.0999999	87719525	PubChem:(87719525)	2	330.246002197266	496.467475891113	2418_ms2_res_3224
899	1	2	2	0.236093162274946	-13.1382645312016	1	55.1757914307089	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	863.331413269043	4211_ms2_res_5670
900	1	2	2	0.235745514031772	-13.3738111402749	1	54.6702030623989	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	836.451015472412	4085_ms2_res_5502
901	1	2	2	0.235689780248747	-19.026552549058	1	32.4322934602404	C6H13NO2	[M + H]+	LRQKBLKVPFOOQJ	InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)	Caprine	CCCCC(C(=O)O)N	0.422521114	9475;517543;21236;456468;6857453;6991974;6999776;14455215;57123533;71751222;91488674;101613819;133686914	HMDB:(1645);SuperNatural:(SN00311022 SN00391858 SN00216072);ZINC bio:(ZINC01529322 ZINC02034415);additional;MeSH:(9475 21236);Plantcyc:(L-2-AMINOHEXANOATE);PubMed;NORMAN:(NS00015352);COCONUT:(CNP0177876);Natural Products:(UNPD168222 UNPD122331);PubChem:(9475 517543 21236 456468 6857453 6991974 6999776 14455215 57123533 71751222 91488674 101613819 133686914);CHEBI:(18347 58455 42101 21203 143080 36405);PubChem class - bio and metabolites;KEGG:(C01933);PubChem class - safety and toxic;YMDB:(1001);PubChem class - drug;Biocyc:(L-2-AMINOHEXANOATE)	121612654	132.102172851563	170.290303230286	843_ms2_res_1124
902	1	2	2	0.235629555600148	-13.1113749779998	1	53.3713507700494	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	84.856116771698	423_ms2_res_564
903	1	2	2	0.235601038587494	-13.1872442643733	1	55.2020375895778	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	871.020526885986	4247_ms2_res_5718
904	1	2	4	0.235511028337689	-255.085251439963	0.902010050251256	38.1621155866121	C24H37N7O4	[M + H]+	BTPVZBLMYWBAIV	InChI=1S/C24H37N7O4/c1-3-18(20(33)28-15-17-9-5-4-6-10-17)29-21(34)19(11-7-14-27-23(25)26)30-22(35)24(12-8-13-24)31-16(2)32/h4-6,9-10,18-19H,3,7-8,11-15H2,1-2H3,(H,28,33)(H,29,34)(H,30,35)(H,31,32)(H4,25,26,27)	null	CCC(C(=O)NCC1=CC=CC=C1)NC(=O)C(CCCN=C(N)N)NC(=O)C2(CCC2)NC(=O)C	-0.100000001	58566240	PubChem:(58566240)	2	488.298950195313	479.035549163818	2331_ms2_res_3108
905	1	2	2	0.23496395532089	-13.1672907122645	1	55.2561130643893	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	867.170963287354	4229_ms2_res_5694
906	1	2	2	0.234519349032794	-13.9471996355202	1	42.5818950056221	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	739.473552703857	3615_ms2_res_4860
907	1	2	2	0.234503300955973	-13.4185371324656	1	54.5935795804253	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	832.618732452393	4067_ms2_res_5478
908	1	2	2	0.234440559563263	-14.1694769384356	1	40.6940739078342	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	114.507279396057	572_ms2_res_763
909	1	2	2	0.234429364738046	-14.1030876671682	1	46.3426213291278	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	451.909475326538	2197_ms2_res_2930
910	1	2	2	0.233848424159818	-13.2502388735338	1	55.2020101137547	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	851.795024871826	4157_ms2_res_5598
911	1	2	2	0.233774921630892	-13.4338245528481	1	52.9890807126958	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	824.95548248291	4031_ms2_res_5430
912	1	2	2	0.232734332261235	-75.5315687018666	0.993969849246231	50.9115161103971	C21H20O11	[M + H]+	UVNUGBQJLDGZKE	InChI=1S/C21H20O11/c22-9-6-10(8-4-2-1-3-5-8)30-11-7-12(14(23)15(24)13(9)11)31-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-5,7,10,16-19,21,23-27H,6H2,(H,28,29)	Dihydrobaicalin	C1C(OC2=CC(=C(C(=C2C1=O)O)O)OC3C(C(C(C(O3)C(=O)O)O)O)O)C4=CC=CC=C4	0.800000012	5316693;14135324;14135325	COCONUT:(CNP0024912 CNP0129143);HMDB:(134900);KNApSAcK:(8147);Natural Products:(UNPD32837);PubChem:(5316693 14135324 14135325);SuperNatural:(SN00160154);PubChem class - bio and metabolites;PubMed;KEGG Mine	8609890394	449.108001708984	326.224222183228	1593_ms2_res_2124
913	1	1	1	0.232177961910899	-82.6649049401166	1	150.438034752593	C27H44O6	[M - H4O2 + H]+	YMJUBWSBLMHBSR	InChI=1S/C27H44O6/c1-15(5-4-6-16(14-28)25(32)33)19-7-8-20-24-21(13-23(31)27(19,20)3)26(2)10-9-18(29)11-17(26)12-22(24)30/h4,6,15-24,28-31H,5,7-14H2,1-3H3,(H,32,33)	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-23E-cholestan-27-oic acid	CC(CC=CC(CO)C(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C	3.5	52931536	PubChem:(52931536)	2	429.300018310547	534.91870880127	2608_ms2_res_3478
